,id,day,activity,screen,valence,arousal,office,game,call,sms,social,entertainment,communication,weather,mood
0,AS14.01,2014-03-21,0.1340501039893886,17978.90700006484,0.2,0.2,172.20600000000002,0.0,6.0,0.0,4508.500000000001,1007.456,6280.890000000003,0.0,6.4
1,AS14.01,2014-03-22,0.2368802192399581,6142.160999536514,0.5,0.6,0.0,0.0,3.0,1.0,439.6319999999999,93.324,4962.9180000000015,0.0,6.8
2,AS14.01,2014-03-23,0.1427411158050636,6773.832001447676,0.8,0.2,0.0,0.0,0.0,0.0,900.839,94.346,5237.318999999999,30.386,6.0
3,AS14.01,2014-03-24,0.0789610561155979,15047.351000547404,0.0,0.8,3.01,0.0,10.0,0.0,3223.626,976.971,9270.629,0.0,6.75
4,AS14.01,2014-03-25,0.0983741123905067,21475.354999065392,0.5,0.5,0.0,0.0,0.0,1.0,1919.471,68.206,10276.750999999998,0.0,6.6
5,AS14.01,2014-03-26,0.1013083216700759,16423.801000356674,0.6,-0.2,0.0,0.0,0.0,0.0,4592.058999999999,910.479,8988.753,0.0,7.0
6,AS14.01,2014-03-27,0.1595106409690975,17442.14999938011,0.8,0.2,182.451,0.0,2.0,1.0,935.381,639.3389999999999,6936.512000000001,0.0,6.4
7,AS14.01,2014-03-28,0.0956980216371201,4923.48899960518,0.6,-0.6,0.0,233.036,5.0,0.0,512.741,1005.403,866.833,0.0,8.0
8,AS14.01,2014-03-29,0.0682028101018696,8322.6219997406,1.0,0.2,0.0,0.0,4.0,1.0,472.888,1627.429,2720.692,0.0,7.5
9,AS14.01,2014-03-30,0.049092970521542,4523.214000940327,0.75,-0.5,0.0,0.0,0.0,0.0,167.685,1535.677,1298.505,0.0,7.4
10,AS14.01,2014-03-31,0.0705054808833895,11836.83400034904,0.6,0.0,0.0,51.176,6.0,0.0,1350.6549999999995,1758.9199999999998,5332.637,0.0,6.0
11,AS14.01,2014-04-01,0.1184432427127359,17173.906002044678,0.0,0.2,92.388,234.741,1.0,0.0,5040.067000000002,1030.637,6095.526000000001,0.0,6.5
12,AS14.01,2014-04-02,0.1019166106382234,21358.510999917988,0.6666666666666666,0.3333333333333333,90.481,0.0,4.0,0.0,3428.7920000000004,1343.376,6920.155999999999,0.0,6.4
13,AS14.01,2014-04-03,0.049238472708441,21401.835000753403,0.0,-1.2,0.0,0.0,4.0,0.0,3154.241000000001,1293.631,14438.081999999997,0.0,6.2
14,AS14.01,2014-04-04,0.1266893112073258,12379.411000013357,0.4,0.2,0.0,0.0,2.0,1.0,2086.197,1545.227,5481.628,0.0,6.8
15,AS14.01,2014-04-05,0.1190023022034455,3340.4309999942784,0.6,-0.4,0.0,0.0,0.0,0.0,363.208,76.369,1885.409,0.0,6.5
16,AS14.01,2014-04-06,0.0644077994424681,7467.321999788282,0.5,-0.75,0.0,114.406,4.0,0.0,321.46,187.214,3355.7430000000013,0.0,6.5
17,AS14.01,2014-04-07,0.0506706211743178,9846.380999803543,0.25,-0.6666666666666666,17.107,0.0,1.0,0.0,1475.418,447.121,7355.015000000001,0.0,6.6
18,AS14.01,2014-04-08,0.0753270582613484,15101.13200187683,0.3333333333333333,-0.4,0.0,0.0,1.0,0.0,2655.121,3466.479,9477.553000000002,0.0,7.4
19,AS14.01,2014-04-09,0.1203841145323287,13558.289000988008,1.0,-0.8,0.0,0.0,4.0,0.0,2826.3500000000004,940.77,6177.075999999999,0.0,7.4
20,AS14.01,2014-04-10,0.078963105194891,9296.098999261858,0.8,-0.4,23.195,1.059,7.0,0.0,1174.7170000000003,1858.8930000000005,4881.411,0.0,7.0
21,AS14.01,2014-04-11,0.0799862020730605,10526.846000194551,0.8,-1.2,0.0,0.0,0.0,0.0,596.807,1976.138,3336.592000000001,0.0,7.25
22,AS14.01,2014-04-12,0.0722490614703181,11750.809000968926,0.75,-0.75,0.0,0.0,0.0,0.0,264.432,2186.482,6595.082999999998,0.0,8.0
23,AS14.01,2014-04-13,0.0140213289543707,2005.7509992122657,1.0,-1.25,0.0,0.0,0.0,0.0,34.501999999999995,249.392,1096.7949999999996,0.0,7.2
24,AS14.01,2014-04-14,0.0838873144698841,17985.447999238968,0.6,-1.2,0.0,0.0,1.0,1.0,2921.985,6265.556,6486.2840000000015,0.0,6.4
25,AS14.01,2014-04-15,0.0901121527807252,13585.222998380666,0.8,0.0,0.0,0.0,8.0,1.0,4428.210000000001,944.5220000000002,6224.230999999999,0.0,7.2
26,AS14.01,2014-04-16,0.1161103361271222,12522.47499895096,0.5,0.75,0.0,0.0,0.0,1.0,1912.852,426.734,5175.016,0.0,6.6
27,AS14.01,2014-04-17,0.0569178566720968,15018.480000734336,0.6,-0.4,0.0,0.0,2.0,0.0,2107.146,142.241,11853.338999999998,0.0,6.8
28,AS14.01,2014-04-18,0.094033006694976,13490.728999614708,0.8,-0.8,0.0,0.0,1.0,0.0,1993.922,774.354,5341.656999999999,0.0,7.8
29,AS14.01,2014-04-19,0.0994319117238402,13293.2480006218,1.0,-0.2,0.0,29.084,1.0,0.0,396.672,469.274,2728.26,0.0,7.25
30,AS14.01,2014-04-20,0.0748162430431159,8343.518000364305,0.75,-0.25,0.0,0.0,2.0,2.0,2237.742,727.492,4984.723999999999,0.0,7.6
31,AS14.01,2014-04-21,0.1020410589682471,3832.9909992218018,1.0,-0.25,0.0,0.0,2.0,0.0,428.972,74.88000000000001,2004.3470000000004,0.0,7.4
