,Unnamed: 0,id,day,screen,call,social,sms,builtin,utilities,arousal,finance,unknown,valence,office,activity,game,entertainment,weather,communication,travel,other,mood
0,26,AS14.01,2014-03-21,17978.90700006484,6.0,4508.500000000001,0.0,3139.2180000000008,598.7539999999999,0.2,49.544,0.0,0.2,172.20600000000002,0.1340501039893886,0.0,1007.456,0.0,6280.890000000003,915.4450000000002,239.75100000000003,6.4
1,27,AS14.01,2014-03-22,6142.160999536514,3.0,439.6319999999999,1.0,731.4290000000001,117.621,0.6,21.076,0.0,0.5,0.0,0.2368802192399581,0.0,93.324,0.0,4962.9180000000015,37.305,98.143,6.8
2,28,AS14.01,2014-03-23,6773.832001447676,0.0,900.839,0.0,1286.246,30.086,0.2,43.403000000000006,0.0,0.8,0.0,0.1427411158050636,0.0,94.346,30.386,5237.318999999999,0.0,72.82300000000001,6.0
3,29,AS14.01,2014-03-24,15047.351000547404,10.0,3223.626,0.0,866.9559999999996,178.732,0.8,34.106,0.0,0.0,3.01,0.0789610561155979,0.0,976.971,0.0,9270.629,419.805,66.55799999999999,6.75
4,30,AS14.01,2014-03-25,21475.354999065392,0.0,1919.471,1.0,1032.7680000000005,222.893,0.5,43.054,235.223,0.5,0.0,0.0983741123905067,0.0,68.206,0.0,10276.750999999998,0.0,178.819,6.6
5,31,AS14.01,2014-03-26,16423.801000356674,0.0,4592.058999999999,0.0,1167.4969999999996,33.365,-0.2,52.331,0.0,0.6,0.0,0.1013083216700759,0.0,910.479,0.0,8988.753,0.0,97.498,7.0
6,32,AS14.01,2014-03-27,17442.14999938011,2.0,935.381,1.0,1229.327,179.02899999999997,0.2,42.219,0.0,0.8,182.451,0.1595106409690975,0.0,639.3389999999999,0.0,6936.512000000001,47.314,58.532,6.4
7,33,AS14.01,2014-03-28,4923.48899960518,5.0,512.741,0.0,10062.595000000005,301.717,-0.6,89.16600000000001,0.0,0.6,0.0,0.0956980216371201,233.036,1005.403,0.0,866.833,1133.009,225.951,8.0
8,34,AS14.01,2014-03-29,8322.6219997406,4.0,472.888,1.0,1952.63,600.6370000000001,0.2,0.0,0.0,1.0,0.0,0.0682028101018696,0.0,1627.429,0.0,2720.692,52.435,169.594,7.5
9,35,AS14.01,2014-03-30,4523.214000940327,0.0,167.685,0.0,414.365,38.296,-0.5,0.0,66.477,0.75,0.0,0.049092970521542,0.0,1535.677,0.0,1298.505,0.0,74.003,7.4
10,36,AS14.01,2014-03-31,11836.83400034904,6.0,1350.6549999999995,0.0,2961.405,210.305,0.0,41.255,29.29,0.6,0.0,0.0705054808833895,51.176,1758.9199999999998,0.0,5332.637,183.381,268.554,6.0
11,37,AS14.01,2014-04-01,17173.906002044678,1.0,5040.067000000002,0.0,1385.5170000000005,517.636,0.2,547.826,0.0,0.0,92.388,0.1184432427127359,234.741,1030.637,0.0,6095.526000000001,1614.621,121.19,6.5
12,38,AS14.01,2014-04-02,21358.510999917988,4.0,3428.7920000000004,0.0,3614.349,341.371,0.3333333333333333,247.777,0.0,0.6666666666666666,90.481,0.1019166106382234,0.0,1343.376,0.0,6920.155999999999,0.0,541.541,6.4
13,39,AS14.01,2014-04-03,21401.835000753403,4.0,3154.241000000001,0.0,2321.4640000000018,182.772,-1.2,76.234,0.0,0.0,0.0,0.049238472708441,0.0,1293.631,0.0,14438.081999999997,19.082,213.902,6.2
14,40,AS14.01,2014-04-04,12379.411000013357,2.0,2086.197,1.0,1957.829,128.692,0.2,0.0,0.0,0.4,0.0,0.1266893112073258,0.0,1545.227,0.0,5481.628,158.241,176.80100000000002,6.8
15,41,AS14.01,2014-04-05,3340.4309999942784,0.0,363.208,0.0,15159.189999999997,118.956,-0.4,0.0,0.0,0.6,0.0,0.1190023022034455,0.0,76.369,0.0,1885.409,187.945,81.133,6.5
16,42,AS14.01,2014-04-06,7467.321999788282,4.0,321.46,0.0,4548.662,46.249,-0.75,0.0,0.0,0.5,0.0,0.0644077994424681,114.406,187.214,0.0,3355.7430000000013,0.0,119.12,6.5
17,43,AS14.01,2014-04-07,9846.380999803543,1.0,1475.418,0.0,927.3769999999998,205.81100000000004,-0.6666666666666666,46.128,0.0,0.25,17.107,0.0506706211743178,0.0,447.121,0.0,7355.015000000001,60.247,170.34799999999998,6.6
18,44,AS14.01,2014-04-08,15101.13200187683,1.0,2655.121,0.0,892.6889999999997,36.143,-0.4,19.131,0.0,0.3333333333333333,0.0,0.0753270582613484,0.0,3466.479,0.0,9477.553000000002,0.0,209.51399999999995,7.4
19,45,AS14.01,2014-04-09,13558.289000988008,4.0,2826.3500000000004,0.0,1638.6170000000004,577.359,-0.8,0.0,0.0,1.0,0.0,0.1203841145323287,0.0,940.77,0.0,6177.075999999999,0.0,346.654,7.4
20,46,AS14.01,2014-04-10,9296.098999261858,7.0,1174.7170000000003,0.0,715.3549999999997,377.687,-0.4,0.0,0.0,0.8,23.195,0.078963105194891,1.059,1858.8930000000005,0.0,4881.411,0.0,107.919,7.0
21,47,AS14.01,2014-04-11,10526.846000194551,0.0,596.807,0.0,3369.0309999999995,214.648,-1.2,94.093,0.0,0.8,0.0,0.0799862020730605,0.0,1976.138,0.0,3336.592000000001,34.234,51.452,7.25
22,48,AS14.01,2014-04-12,11750.809000968926,0.0,264.432,0.0,302.44599999999986,352.39199999999994,-0.75,0.0,0.0,0.75,0.0,0.0722490614703181,0.0,2186.482,0.0,6595.082999999998,5.031,79.033,8.0
23,49,AS14.01,2014-04-13,2005.7509992122657,0.0,34.501999999999995,0.0,447.415,0.0,-1.25,82.413,0.0,1.0,0.0,0.0140213289543707,0.0,249.392,0.0,1096.7949999999996,0.0,94.209,7.2
24,50,AS14.01,2014-04-14,17985.447999238968,1.0,2921.985,1.0,961.581,986.014,-1.2,89.32300000000001,0.0,0.6,0.0,0.0838873144698841,0.0,6265.556,0.0,6486.2840000000015,29.104,145.09600000000003,6.4
25,51,AS14.01,2014-04-15,13585.222998380666,8.0,4428.210000000001,1.0,1596.3559999999995,279.79299999999995,0.0,13.043,0.0,0.8,0.0,0.0901121527807252,0.0,944.5220000000002,0.0,6224.230999999999,8.363,110.415,7.2
26,52,AS14.01,2014-04-16,12522.47499895096,0.0,1912.852,1.0,923.613,223.587,0.75,0.0,0.0,0.5,0.0,0.1161103361271222,0.0,426.734,0.0,5175.016,0.0,40.784,6.6
27,53,AS14.01,2014-04-17,15018.480000734336,2.0,2107.146,0.0,552.201,49.718,-0.4,0.0,0.0,0.6,0.0,0.0569178566720968,0.0,142.241,0.0,11853.338999999998,0.0,53.763000000000005,6.8
28,54,AS14.01,2014-04-18,13490.728999614708,1.0,1993.922,0.0,1860.898,88.68,-0.8,119.163,0.0,0.8,0.0,0.094033006694976,0.0,774.354,0.0,5341.656999999999,63.874,47.789,7.8
29,55,AS14.01,2014-04-19,13293.2480006218,1.0,396.672,0.0,946.1899999999996,305.79600000000005,-0.2,95.629,0.0,1.0,0.0,0.0994319117238402,29.084,469.274,0.0,2728.26,128.89,31.482,7.25
30,56,AS14.01,2014-04-20,8343.518000364305,2.0,2237.742,2.0,897.0860000000001,121.035,-0.25,10.606,0.0,0.75,0.0,0.0748162430431159,0.0,727.492,0.0,4984.723999999999,0.0,34.202,7.6
31,57,AS14.01,2014-04-21,3832.9909992218018,2.0,428.972,0.0,3442.2319999999986,210.882,-0.25,33.266,0.0,1.0,0.0,0.1020410589682471,0.0,74.88000000000001,0.0,2004.3470000000004,68.278,58.04899999999999,7.4
32,58,AS14.01,2014-04-22,15490.269999265667,2.0,1422.5479999999998,0.0,2212.954000000001,423.215,0.2,38.453,0.0,1.0,0.0,0.091929551822292,0.0,1101.017,0.0,11360.913000000008,0.0,63.16,7.6
33,59,AS14.01,2014-04-23,14535.339999437334,1.0,526.598,0.0,1130.8420000000003,246.944,0.2,18.051,0.0,1.0,0.0,0.0459856891337655,0.0,347.4270000000001,0.0,8928.471999999996,0.0,42.398,7.6
34,60,AS14.01,2014-04-24,22086.478000164043,1.0,2688.536,0.0,1466.2709999999988,716.1970000000001,-0.4,209.937,0.0,1.0,0.0,0.0509029881940342,0.0,4464.974999999999,0.0,9692.133000000002,51.184,31.933,7.2
35,61,AS14.01,2014-04-25,13973.941999673843,2.0,2227.694,1.0,817.6129999999997,347.974,-0.2,21.071,0.0,0.8,0.0,0.1090610636368274,0.0,650.8319999999999,0.0,7279.144,63.316,68.847,7.6
36,62,AS14.01,2014-04-26,15482.018999338148,3.0,2368.377,4.0,864.5189999999998,315.7629999999999,-0.2,27.267,3.148,1.0,0.0,0.214248771624235,0.0,125.556,0.0,2567.8570000000004,470.773,46.205,7.5
37,63,AS14.01,2014-04-27,5700.562000036243,0.0,27.47,0.0,1291.3139999999996,60.338,0.0,0.0,0.0,1.0,0.0,0.0304789237989636,0.0,1510.221,0.0,2431.498,0.0,1056.684,7.6
38,64,AS14.01,2014-04-28,10807.829999685286,2.0,2423.933,0.0,1312.001,380.193,-0.8,465.253,0.0,0.8,0.0,0.0196753225383989,0.0,1548.438,0.0,4697.372000000001,0.0,72.584,7.0
39,65,AS14.01,2014-04-29,7873.291999101639,0.0,411.485,0.0,5289.913000000001,410.436,-0.25,0.0,0.0,1.0,0.0,0.1027582485295044,333.305,1562.5330000000004,0.0,3834.644999999999,41.982,40.472,7.8
40,66,AS14.01,2014-04-30,9175.6049990654,1.0,89.16599999999998,0.0,844.9630000000002,112.295,-0.4,375.022,0.0,0.75,0.0,0.1510514590407472,0.0,504.862,0.0,3550.6179999999995,272.798,185.783,8.0
41,67,AS14.01,2014-05-01,15516.951998472214,7.0,4918.942000000001,4.0,1876.113,269.569,-0.4,1321.1039999999996,0.0,1.0,28.098,0.037065268147657,0.0,470.866,0.0,8191.410000000003,0.0,44.43,7.6
42,68,AS14.01,2014-05-02,15088.51900076866,0.0,771.266,0.0,795.4359999999997,11.083,-0.2,1069.748,0.0,1.0,0.0,0.0773410192967756,0.0,352.88800000000003,0.0,7925.917999999999,0.0,32.443,8.0
43,69,AS14.01,2014-05-03,8186.036000728606,0.0,205.602,1.0,753.2569999999997,125.60500000000002,-0.2,296.313,30.102,1.0,0.0,0.071740884895172,0.0,2761.9500000000003,0.0,4539.775999999998,143.631,40.569,8.0
44,70,AS14.01,2014-05-04,5889.194999456405,0.0,494.677,0.0,1758.4379999999996,0.0,-0.5,0.0,0.0,1.0,0.0,0.1361918083770383,0.0,928.406,0.0,3381.6890000000003,0.0,35.525000000000006,
46,104,AS14.02,2014-03-21,11155.850999116892,10.0,388.021,1.0,2230.3030000000017,0.0,-0.75,0.0,0.0,0.75,0.0,0.2896279249001075,0.0,459.604,0.0,2858.4460000000013,442.296,37.944,6.5
47,105,AS14.02,2014-03-22,7589.562002897266,25.0,408.667,1.0,1930.265999999999,0.0,-1.0,0.0,0.0,-0.5,0.0,0.4460436868329013,0.0,662.9110000000001,0.0,1852.2560000000003,780.617,43.204,6.25
48,106,AS14.02,2014-03-23,4528.527000665666,8.0,171.994,1.0,894.506,0.0,-1.0,0.0,0.0,0.0,0.0,0.2696971570335323,0.0,388.098,0.0,1839.899,1263.189,61.865,6.4
49,107,AS14.02,2014-03-24,2766.64899945259,5.0,232.801,0.0,1073.4960000000003,0.0,0.2,0.0,0.0,-0.2,0.0,0.1561246625014999,0.0,532.013,0.0,3012.181,0.0,81.80799999999999,7.75
50,108,AS14.02,2014-03-25,4637.388000011445,7.0,148.447,0.0,2806.931,0.0,-1.25,0.0,0.0,0.75,0.0,0.2305136548564537,0.0,459.589,0.0,2788.751,0.0,50.375,7.2
51,109,AS14.02,2014-03-26,6069.630000829695,5.0,1562.023,0.0,1736.7440000000004,0.0,-1.2,0.0,0.0,0.4,0.0,0.2939534624058421,0.0,767.1449999999999,0.0,2533.849,0.0,41.95,7.25
52,110,AS14.02,2014-03-27,5746.980998754502,3.0,81.366,0.0,2267.124,67.16300000000001,0.0,0.0,0.0,0.5,0.0,0.228849008922151,0.0,490.78100000000006,0.0,2997.043000000002,0.0,731.8529999999998,6.8
53,111,AS14.02,2014-03-28,3969.580999135972,8.0,2717.2150000000006,2.0,1053.115,0.0,-0.6,0.0,0.0,0.6,0.0,0.2615983280781395,0.0,707.6400000000001,0.0,1245.1270000000002,0.0,125.669,7.25
54,112,AS14.02,2014-03-29,4403.242997646333,4.0,523.8539999999999,0.0,17416.28,0.0,-0.75,0.0,0.0,0.25,0.0,0.4324693550603951,0.0,1063.268,0.0,2141.489,501.6439999999999,52.841,7.0
55,113,AS14.02,2014-03-30,3937.041998863219,10.0,322.901,1.0,772.7870000000001,0.0,-1.0,0.0,0.0,0.75,0.0,0.2418873087939678,0.0,1278.594,0.0,1110.8560000000002,0.0,113.228,7.2
56,114,AS14.02,2014-03-31,4774.145999193192,14.0,2038.631,2.0,1186.2989999999995,0.0,-0.8,0.0,0.0,0.4,0.0,0.1563729236642765,0.0,354.9650000000001,0.0,2481.322,0.0,81.741,7.4
57,115,AS14.02,2014-04-01,3297.737997055054,2.0,191.121,1.0,2790.014,0.0,-0.2,0.0,0.0,0.8,0.0,0.2619605321890544,0.0,76.976,0.0,1322.61,345.20000000000005,186.413,6.4
58,116,AS14.02,2014-04-02,6883.828001737594,2.0,317.901,0.0,1964.21,0.0,-0.6,0.0,0.0,-0.2,0.0,0.3191205617996335,0.0,1021.454,0.0,2942.423,0.0,128.74400000000003,5.75
59,117,AS14.02,2014-04-03,6814.300000905989,2.0,122.421,0.0,1269.299000000001,0.0,-0.25,0.0,0.0,0.0,0.0,0.3225058399099886,0.0,548.787,0.0,3595.431,318.294,56.13199999999999,6.4
60,118,AS14.02,2014-04-04,3653.3700008392334,5.0,141.32000000000002,0.0,1121.6890000000003,0.0,-1.2,0.0,0.0,0.2,0.0,0.2272703566089604,0.0,809.7279999999998,0.0,2809.436,0.0,148.852,7.4
61,119,AS14.02,2014-04-05,13067.926001548763,9.0,258.611,1.0,1957.0869999999984,0.0,0.0,0.0,0.0,0.6,0.0,0.3219197224805253,0.0,794.484,0.0,2309.659,388.071,100.897,4.5
62,120,AS14.02,2014-04-06,3649.967998504639,6.0,391.5420000000001,0.0,576.3849999999999,0.0,-1.0,0.0,0.0,-1.25,0.0,0.2152095201608524,0.0,618.9800000000002,0.0,1224.322,0.0,30.011000000000003,6.8
63,121,AS14.02,2014-04-07,6366.526998281478,2.0,2008.184,0.0,1482.948,0.0,0.0,0.0,0.0,0.6,0.0,0.1365237343960996,0.0,737.916,0.0,3761.179000000001,0.0,106.148,6.25
64,122,AS14.02,2014-04-08,4079.151999473573,10.0,636.2529999999999,1.0,1184.777999999999,0.0,-0.25,0.0,0.0,0.5,0.0,0.261951037621564,0.0,193.48,0.0,2265.855,0.0,134.434,7.25
65,123,AS14.02,2014-04-09,5757.426000595092,12.0,294.321,1.0,1427.0219999999997,0.0,-0.5,0.0,0.0,0.25,0.0,0.2472098480448902,0.0,627.2359999999999,0.0,2255.544999999999,0.0,61.397,7.25
